Title,Author,Date,Blog Type,Comments,Likes,Employee Type,Tags,Link
Five Market Trends in Master Data Management ,Corrie Brague,"January 29, 2021",Business Trends,0,5,SAP Employee,"Database and Data Management,SAP Master Data Governance",https://blogs.sap.com/2021/01/29/five-market-trends-in-master-data-management/
Microlearning – 4 Practical Steps to Go From 0 to Hero ,Angelina Padarnitsas,"January 29, 2021",Personal Insights,0,6,SAP Employee,Training,https://blogs.sap.com/2021/01/29/microlearning-4-practical-steps-to-go-from-0-to-hero/
Custom ABAP Report for Fiori App. Activation ,Dmitrii Sharshatkin,"January 29, 2021",Personal Insights,0,2,SAP Employee,"SAP S/4HANA,SAP Fiori,SAP Fiori tools",https://blogs.sap.com/2021/01/29/custom-abap-report-for-fiori-app.-activation/
Ressourcenplanung: Die Auslastung des Teams in SAP Business ByDesign überprüfen. / Resource Planning: Check the team’s workload in SAP Business ByDesign ,Lukas Portugal,"January 29, 2021",Product Information,0,1,N/A,"SAP Business ByDesign,SAP Cloud Applications Studio",https://blogs.sap.com/2021/01/29/ressourcenplanung-die-auslastung-des-teams-in-sap-business-bydesign-uberprufen.-resource-planning-check-the-teams-workload-in-sap-business-bydesign/
How to Configure SAP HANA Cockpit with SAP Cloud Platform Identity Authentication Step-by-Step ,Ali Chalhoub,"January 29, 2021",Technical Articles,0,4,SAP Employee,SAP HANA,https://blogs.sap.com/2021/01/29/how-to-configure-sap-hana-cockpit-with-sap-cloud-platform-identity-authentication-step-by-step/
Free Trialではじめる SAP HANA Cloud: Vol.4 DB オブジェクトのデプロイ ,Kimikazu Kabata,"January 29, 2021",Technical Articles,0,0,SAP Employee,"SAP HANA Cloud,SAP Business Application Studio",https://blogs.sap.com/2021/01/29/sap-hana-cloud-free-trial-and-bas-vol4-db-obj-deploy/
Free Trialではじめる SAP HANA Cloud: Vol.3 HANA View の作成 ,Kimikazu Kabata,"January 29, 2021",Technical Articles,0,0,SAP Employee,"SAP HANA Cloud,SAP Business Application Studio",https://blogs.sap.com/2021/01/29/sap-hana-cloud-free-trial-and-bas-vol3-create-view/
Free Trialではじめる SAP HANA Cloud: Vol.2 テーブル作成とデータロード ,Kimikazu Kabata,"January 29, 2021",Technical Articles,0,0,SAP Employee,"SAP HANA Cloud,SAP Business Application Studio",https://blogs.sap.com/2021/01/29/sap-hana-cloud-free-trial-and-bas-vol2-create-tables/
Free Trialではじめる SAP HANA Cloud: Vol.1 SAP Business Application Studio の利用 ,Kimikazu Kabata,"January 29, 2021",Technical Articles,0,0,SAP Employee,"SAP HANA Cloud,SAP Business Application Studio",https://blogs.sap.com/2021/01/29/sap-hana-cloud-free-trial-and-bas-vol1-bas-setting/
SAP S/4HANA embedded analytics ,Thomas Fleckenstein,"January 29, 2021",Product Information,0,9,SAP Employee,"SAP S/4HANA Cloud,SAP S/4HANA",https://blogs.sap.com/2021/01/29/sap-s-4hana-embedded-analytics/
Create JSON payload based on API documentation ,Alexander Korneev,"January 29, 2021",Technical Articles,0,0,SAP Employee,"SAP Integration Suite tools,API,SAP API Business Hub",https://blogs.sap.com/2021/01/29/create-json-payload-based-on-api-documentation/
The changing environment of Project Management ,Andrii Pogorielov,"January 29, 2021",Personal Insights,0,0,SAP Employee,SAP Portfolio and Project Management,https://blogs.sap.com/2021/01/29/the-changing-environment-of-project-management/
Top 10 Web Development Trends In 2021 that you cannot skip Reading ,Saurabh Tiwari,"January 29, 2021",Business Trends,0,0,N/A,"Internet of Things,Research and Development",https://blogs.sap.com/2021/01/29/top-10-web-development-trends-in-2021-that-you-cannot-skip-reading/
SAP Open Source Year in Review – Part 2 ,Peter Giese,"January 29, 2021",Product Information,0,7,SAP Employee,"Open Source,Kyma Open Source",https://blogs.sap.com/2021/01/29/sap-open-source-year-in-review-part-2/
Localized Demo Databases Now Available for SAP Business One 10.0 FP 2011 ,Marie-Laurence Poujois,"January 29, 2021",Product Information,0,0,SAP Employee,"SAP Business One,SAP Business One, version for SAP HANA",https://blogs.sap.com/2021/01/29/localized-demo-databases-now-available-for-sap-business-one-10.0-fp-2011/
Game-Based Learning? Imagination Has No Limits. ,Nadia Casagrande,"January 29, 2021",Business Trends,1,4,SAP Employee,"Partnership,SAP S/4HANA",https://blogs.sap.com/2021/01/29/game-based-learning-imagination-has-no-limits./
SAPの新しい移送ツールgCTS【Part.3 操作編】 ,Ikue Horioka,"January 29, 2021",Technical Articles,0,1,SAP Employee,Software Logistics - Change Control and Transport,https://blogs.sap.com/2021/01/29/sap%e3%81%ae%e6%96%b0%e3%81%97%e3%81%84%e7%a7%bb%e9%80%81%e3%83%84%e3%83%bc%e3%83%abgcts%e3%80%90part.3-%e6%93%8d%e4%bd%9c%e7%b7%a8%e3%80%91/
New feature in SAP Readiness Check live: “Learn More” Side Panel ,Ariane Hoffmann,"January 29, 2021",Product Information,2,10,SAP Employee,SAP S/4HANA,https://blogs.sap.com/2021/01/29/new-feature-in-sap-readiness-check-live-learn-more-side-panel/
Integrating SAP Cloud ALM with SAP Central Business Configuration ,Jagmohan Singh Chawla,"January 29, 2021",Product Information,0,9,SAP Employee,"SAP Cloud ALM,Implementation Methodologies,SAP S/4HANA Cloud",https://blogs.sap.com/2021/01/29/integrating-sap-cloud-alm-with-sap-central-business-configuration/
SAP API Management – Support and debugging opportunities ,Cedric Heisel,"January 29, 2021",Technical Articles,0,2,N/A,SAP API Management,https://blogs.sap.com/2021/01/29/sap-api-management-support-and-debugging-opportunities/
"RFC Gateway security, part 3 – secinfo ACL ",Johannes Goerlich,"January 29, 2021",Technical Articles,0,1,N/A,"SAP NetWeaver Application Server for ABAP,NW Client/Server Technology (CST),SAP NetWeaver Application Server for Java,Security",https://blogs.sap.com/2021/01/29/rfc-gateway-security-part-3-secinfo-acl/
How to check the number of duplicate queries in HANA ,Rajarajeswari Kaliyaperuumal,"January 29, 2021",Technical Articles,0,0,N/A,"SAP HANA, platform edition,SAP HANA,SAP HANA, express edition",https://blogs.sap.com/2021/01/29/how-to-check-the-number-of-duplicate-queries-in-hana/
Telegram channel for Product Support updates ,Lisa Arroyo,"January 29, 2021",Product Information,3,5,SAP Employee,"Support Services,Analytics,SAP HANA,SAP NetWeaver,SAP S/4HANA",https://blogs.sap.com/2021/01/29/telegram-channel-for-product-support-updates/
Deal done; How SAP helps you prepare for Brexit? ,Khaled MUSILHY,"January 29, 2021",Technical Articles,0,7,SAP Employee,"SAP S/4HANA,SAP Business ByDesign,SAP Business One,SAP ERP Central Component,SAP HANA Cloud",https://blogs.sap.com/2021/01/29/deal-done%e2%80%afhow-sap-helps-you-prepare-for-brexit/
SAP Intelligent RPA: Why Care? ,Yinan Zhang,"January 29, 2021",Business Trends,1,4,SAP Employee,"SAP S/4HANA,SAP Intelligent Robotic Process Automation,SAP S/4HANA Cloud",https://blogs.sap.com/2021/01/29/irpa-why-care/
SAP BTP Showcase – Load data into SAP Data Warehouse Cloud ,Christiano Hage,"January 29, 2021",Technical Articles,0,1,SAP Employee,"SAP Business Technology Platform,SAP Data Warehouse Cloud",https://blogs.sap.com/2021/01/29/sap-btp-showcase-load-data-into-sap-data-warehouse-cloud/
SAP BusinessObjects Business Intelligence (BI) 4.x Monitoring Utility – A Different Approach ,Sarvjot Singh,"January 29, 2021",Technical Articles,2,2,N/A,"SAP BusinessObjects Business Intelligence platform,SAP BusinessObjects - Core Platform and Performance",https://blogs.sap.com/2021/01/29/sap-businessobjects-business-intelligence-bi-4.x-monitoring-utility-a-different-approach/
How to find which user is consuming maximum memory in HANA ,Rajarajeswari Kaliyaperuumal,"January 29, 2021",Technical Articles,0,2,N/A,"SAP HANA, platform edition,SAP HANA,SAP HANA, express edition",https://blogs.sap.com/2021/01/29/how-to-find-which-user-is-consuming-maximum-memory-in-hana/
SAP Business Client 7.70 ,Sandra Thimme,"January 29, 2021",Product Information,4,10,SAP Employee,"SAP Fiori,SAP Fiori Launchpad,SAP NetWeaver Application Server for ABAP for SAP Business Suite,SAP Transportation Management,SAPUI5",https://blogs.sap.com/2021/01/29/sap-business-client-7.70/
SAP ByDesign and Concur Invoice Integration ,Nishanthi G,"January 29, 2021",Product Information,0,0,N/A,"SAP Business ByDesign,SAP Cloud Applications Studio,SAP Cloud SDK",https://blogs.sap.com/2021/01/29/sap-bydesign-and-concur-invoice-integration/
Software Interrupt time – ‘si’ time in top ,Ram Lakshmanan,"January 29, 2021",Technical Articles,0,0,N/A,Java,https://blogs.sap.com/2021/01/29/software-interrupt-time-si-time-in-top/
Implementer’s Guide to Best Practices for Extended Financial Planning and Analysis (xP&A) for SAP S/4HANA using SAP Analytics Cloud ,Mark P Burke,"January 29, 2021",Product Information,4,16,SAP Employee,"SAP S/4HANA Cloud,SAP Analytics Cloud,SAP Analytics Cloud for planning,SAP Best Practices,SAP S/4HANA Finance",https://blogs.sap.com/2021/01/29/implementers-guide-to-best-practices-for-financial-planning-and-analysis-for-sap-s-4hana/
SAP Ariba rings in the new year with the 2102 release! ,Rob Jones,"January 28, 2021",Product Information,0,9,SAP Employee,"SAP Ariba Sourcing, cloud edition,Ariba Network,SAP Ariba Cloud Integration Gateway,SAP Ariba Procurement, cloud edition,SAP Ariba Supplier Management",https://blogs.sap.com/2021/01/28/sap-ariba-rings-in-the-new-year-with-the-2102-release/
Real-Time reconciliation of S/4HANA data in BW/4HANA ,Shan Padmanathan,"January 28, 2021",Technical Articles,0,4,N/A,"SAP BW/4HANA,SAP S/4HANA",https://blogs.sap.com/2021/01/28/real-time-reconciliation-of-s-4hana-data-in-bw-4hana/
2021 with the SAP Young Thinkers ,Christiane Bauer,"January 28, 2021",Personal Insights,0,4,SAP Employee,"SAP Young Thinkers,SAP University Alliances",https://blogs.sap.com/2021/01/28/2021-with-the-sap-young-thinkers/
Recap of “Sneak Preview into MicroBlocks” ,Kathy Giori,"January 28, 2021",Personal Insights,1,5,N/A,"SAP Young Thinkers,Training",https://blogs.sap.com/2021/01/28/recap-of-sneak-preview-into-microblocks/
SAP Enterprise Support Advisory Council 2020 Awards ,Natalia Kotz,"January 28, 2021",Event Information,1,4,SAP Employee,Support Services,https://blogs.sap.com/2021/01/28/sap-enterprise-advisory-council-2020-awards/
2021 Supply Chain Predictions ,Richard Howells,"January 28, 2021",Business Trends,0,2,SAP Employee,"Digital Transformation,MAN (Manufacturing),SAP Asset Intelligence Network,SAP Environment, Health, and Safety Management,SAP Logistics Business Network",https://blogs.sap.com/2021/01/28/2021-supply-chain-predictions/
"Ten practices to make your ABAP developments optimized, informative, modern and quality robust ",Himanshu Sah,"January 28, 2021",Technical Articles,9,10,N/A,ABAP Development,https://blogs.sap.com/2021/01/28/ten-practices-to-make-your-abap-developments-optimized-informative-modern-and-quality-robust/
"Use the new open SQL to get company, account, and monthly gains and losses and balances from ACDOCA. ",Dai Hashiguchi,"January 28, 2021",Technical Articles,5,2,N/A,"ABAP Development,SQL",https://blogs.sap.com/2021/01/28/use-the-new-open-sql-to-get-company-account-and-monthly-gains-and-losses-and-balances-from-acdoca./
Are you interested in learning more about S-User Lifetime?  ,Barbara D'Alton,"January 28, 2021",Business Trends,1,12,SAP Employee,"Customer Experience,Support Services",https://blogs.sap.com/2021/01/28/are-you-interested-in-learning-more-about-s-user-lifetime/
SAP Enterprise Support reporting cockpit  – changes released with the Wave 1 ,Swetlana Schaetzle,"January 28, 2021",Product Information,0,4,SAP Employee,Support Services,https://blogs.sap.com/2021/01/28/sap-enterprise-support-reporting-cockpit-changes-released-with-the-wave-1/
Removing Friction from the B2B Digital Commerce Experience ,Brian Conner,"January 28, 2021",Business Trends,0,1,SAP Employee,"Customer Experience,SAP Commerce Cloud,SAP Integration Strategy,SAP S/4HANA,Telecommunications",https://blogs.sap.com/2021/01/28/removing-friction-from-the-b2b-digital-commerce-experience/
SAP Open Source Year in Review ,Peter Giese,"January 28, 2021",Personal Insights,0,6,SAP Employee,Open Source,https://blogs.sap.com/2021/01/28/sap-open-source-year-in-review/
Allow connections to SAP HANA Cloud instance from selected IP addresses (part 2): under the hood of the command line ,Witalij Rudnicki,"January 28, 2021",Technical Articles,0,3,SAP Employee,"SAP HANA Cloud,SAP BTP, Cloud Foundry environment,SAP Business Technology Platform",https://blogs.sap.com/2021/01/28/allow-connections-to-sap-hana-cloud-instance-from-selected-ip-addresses-part-2-under-the-hood-of-the-command-line/
How to export custom fields in the payment advice form ,Cora Phelan,"January 28, 2021",Technical Articles,1,3,SAP Employee,SAP S/4HANA Cloud for Finance,https://blogs.sap.com/2021/01/28/how-to-export-custom-fields-in-the-payment-advice-form/
Happy anniversary Gardener! Three years of open source Kubernetes management. ,Tim Usner,"January 28, 2021",Personal Insights,0,7,SAP Employee,"Cloud,Open Source,SAP Cloud Platform",https://blogs.sap.com/2021/01/28/happy-anniversary-gardener-three-years-of-open-source-kubernetes-management./
Project Management in Focused Build (Common Q&A) Part-2 ,Irfan ..,"January 28, 2021",Technical Articles,0,0,N/A,"SOLMAN Project Management,Focused Build for SAP Solution Manager,SAP Solution Manager,SOLMAN Setup/Configuration/LMDB",https://blogs.sap.com/2021/01/28/project-management-in-focused-build-common-qa-part-2/
Automatic Calculation of Financial KPIs in SAP EPPM ,Manjunadh Lolla,"January 28, 2021",Personal Insights,2,5,SAP Employee,"SAP Portfolio and Project Management for SAP S/4HANA,SAP Portfolio and Project Management",https://blogs.sap.com/2021/01/28/automatic-calculation-of-financial-kpis-in-sap-eppm/
SAP Utility Community Newsletter – January 2021 ,Tammy Powlas,"January 28, 2021",Event Information,1,2,N/A,"Utilities,SAP Mentors",https://blogs.sap.com/2021/01/28/sap-utility-community-newsletter-january-2021/
Two Sides to a Coin – With SAP Master Data Integration & SAP Master Data Governance Towards Sharing Sustained Master Data Quality ,Jan Schaffner,"January 28, 2021",Business Trends,0,10,SAP Employee,"SAP Master Data Governance,Database and Data Management,SAP Business Technology Platform,SAP Cloud Platform,SAP Integration Strategy",https://blogs.sap.com/2021/01/28/two-sides-to-a-coin-with-sap-master-data-integration-sap-master-data-governance-towards-sharing-sustained-master-data-quality/
"Automating Rotation of AWS User “Access and Secret Keys” through Serverless Technologies (SNS, LAMBDA and CloudWatch Event) ",Sheo Choudhary,"January 28, 2021",Technical Articles,0,0,N/A,"SAP Cloud Portal service,Security",https://blogs.sap.com/2021/01/28/automating-rotation-of-aws-user-access-and-secret-keys-through-serverless-technologies-sns-lambda-and-cloudwatch-event/
SAPの新しい移送ツールgCTS【Part.2 設定編】 ,Ikue Horioka,"January 28, 2021",Technical Articles,0,1,SAP Employee,Software Logistics - Change Control and Transport,https://blogs.sap.com/2021/01/28/sap%e3%81%ae%e6%96%b0%e3%81%97%e3%81%84%e7%a7%bb%e9%80%81%e3%83%84%e3%83%bc%e3%83%abgcts%e3%80%90part.2-%e8%a8%ad%e5%ae%9a%e7%b7%a8%e3%80%91/
SAP Intelligent RPA 2.0 – Insert SAP GUI Screenshots in Word ,Werner Jacobs,"January 28, 2021",Technical Articles,0,6,N/A,SAP Intelligent Robotic Process Automation,https://blogs.sap.com/2021/01/28/sap-intelligent-rpa-2.0-insert-sap-gui-screenshots-in-word/
How the Digital Thread enables new levels of visibility ,Anne Sailer,"January 28, 2021",Business Trends,0,3,SAP Employee,"PLM (Product Lifecycle Management),Business Trends",https://blogs.sap.com/2021/01/28/how-the-digital-thread-enables-new-levels-of-visibility/
How to distribute SAP Crystal Reports 2020 services to a Windows server ,Donald Guo,"January 28, 2021",Technical Articles,0,2,SAP Employee,"SAP Crystal Reports,SAP BusinessObjects Business Intelligence platform,Windows Server",https://blogs.sap.com/2021/01/28/how-to-distribute-sap-crystal-reports-2020-services-to-a-windows-server/
Creating a sample SAPUI5 application with destination in Cloud Foundry environment ,Shubhangi Sharma,"January 28, 2021",Technical Articles,2,7,SAP Employee,"SAPUI5,SAP BTP, Cloud Foundry environment,SAP Business Application Studio",https://blogs.sap.com/2021/01/28/creating-a-sample-sapui5-application-with-destination-in-cloud-foundry-environment/
How COVID-19 Has Shifted Business Models in Asia ,Vivek Sheel Magoo,"January 28, 2021",Business Trends,0,3,SAP Employee,Wholesale Distribution,https://blogs.sap.com/2021/01/28/how-covid-19-has-shifted-business-models-in-asia/
Webinar Summary – Right-Sizing SAP BusinessObjects for Your Next Step ,Tom Woodhead,"January 28, 2021",Event Information,0,1,N/A,SAP BusinessObjects Business Intelligence platform,https://blogs.sap.com/2021/01/28/webinar-summary-right-sizing-sap-businessobjects-for-your-next-step/
Start development of business apps on Amazon EC2 with macOS AMI ,Kevin Muessig,"January 28, 2021",Technical Articles,0,6,SAP Employee,"iOS,Cloud,iOS SDK for SAP BTP,Mobile",https://blogs.sap.com/2021/01/28/start-development-of-business-apps-on-amazon-ec2-with-macos-ami/
Centralised Transport Naming Standards – Branch by Abstraction ,Ian Stubbings,"January 28, 2021",Technical Articles,0,4,N/A,"ABAP Development,ABAP Testing and Analysis,Software Logistics - Change Control and Transport",https://blogs.sap.com/2021/01/28/centralised-transport-naming-standards-branch-by-abstraction/
The SAP Enterprise Support Advisory Council offers new CQC in pilot to  review the health of your SAP Cloud Platform Integration service tenant ,Monica Domingo,"January 28, 2021",Product Information,0,1,SAP Employee,"Customer Experience,Support Services",https://blogs.sap.com/2021/01/28/the-sap-enterprise-support-advisory-council-offers-new-cqc-in-pilot-to-review-the-health-of-your-sap-cloud-platform-integration-service-tenant/
"What’s New Preview for SAP Business ByDesign, February 2021 ",Bhagyashree Duwarah,"January 28, 2021",Product Information,3,3,SAP Employee,"SAP Business ByDesign,Small and Midsize Enterprises",https://blogs.sap.com/2021/01/28/whats-new-preview-for-sap-business-bydesign-february-2021/
Schulungen Financial Accounting und Management Accounting auf SAP S/4HANA 2020 ,Cornelia Gottwald,"January 28, 2021",Business Trends,0,0,SAP Employee,Training,https://blogs.sap.com/2021/01/28/schulungen-financial-accounting-und-management-accounting-auf-sap-s-4hana-2020/
"Accelerating Innovation, Speed, and Agility with RISE with SAP ",Thomas Saueressig,"January 28, 2021",Product Information,0,7,SAP Employee,"SAP S/4HANA Cloud,SAP Business Technology Platform",https://blogs.sap.com/2021/01/28/accelerating-innovation-speed-and-agility-with-rise-with-sap/
Set Sail for Business Transformation ,Anja Schneider,"January 28, 2021",Business Trends,1,11,SAP Employee,"SAP Business Technology Platform,Customer Experience",https://blogs.sap.com/2021/01/28/set-sail-for-business-transformation/
SAP Approuter – User API Service ,Dries Van Vaerenbergh,"January 28, 2021",Technical Articles,21,15,N/A,"SAP BTP, Cloud Foundry environment",https://blogs.sap.com/2021/01/28/sap-approuter-user-api-service/
Debug outbound IDoc triggered by one output type ,Jigang Zhang 张吉刚,"January 28, 2021",Technical Articles,0,2,N/A,ABAP Development,https://blogs.sap.com/2021/01/28/debug-outbound-idoc-triggered-by-one-output-type/
"Attention Project Managers, “all things” SAP Cloud ALM ",Bob Byrne,"January 27, 2021",Product Information,0,10,SAP Employee,"SAP Cloud ALM,Implementation Methodologies,SAP Community,SAP S/4HANA,SAP S/4HANA Cloud",https://blogs.sap.com/2021/01/27/attention-project-managers-all-things-sap-cloud-alm/
NEW: Process Discovery for SAP S/4HANA Transformation (evolution of SAP Business Scenario Recommendations) ,Christian Oehler,"January 27, 2021",Product Information,3,12,SAP Employee,"SAP S/4HANA,SAP ERP,SAP Fiori,SAP Intelligent Robotic Process Automation",https://blogs.sap.com/2021/01/27/new-process-discovery-for-sap-s-4hana-transformation-evolution-of-sap-business-scenario-recommendations/
Use Case : field-level eligibility in Compensation worksheets [Customer Success] ,Xavier Le Garrec,"January 27, 2021",Technical Articles,0,1,SAP Employee,SAP SuccessFactors Compensation,https://blogs.sap.com/2021/01/27/use-case-field-level-eligibility-in-compensation-worksheets/
SAP BTP Showcase – SAP Continuous Integration and Delivery (SAP CI&D) for SAP HANA Cloud ,Gustavo Calixto,"January 27, 2021",Technical Articles,1,8,SAP Employee,"SAP Cloud Application Programming Model,DevOps,SAP Business Technology Platform,SAP HANA Cloud",https://blogs.sap.com/2021/01/27/sap-continuous-integration-and-delivery-sap-cid-for-sap-hana-cloud/
SAP Intelligent RPA and Ariba: Requisition Creation Automation with Chatbot ,Max McPhee,"January 27, 2021",Technical Articles,0,4,SAP Employee,"SAP Intelligent Robotic Process Automation,Artificial Intelligence,Machine Learning,SAP Ariba Procurement,SAP Business Technology Platform",https://blogs.sap.com/2021/01/27/sap-intelligent-rpa-and-ariba-requisition-creation-automation/
SAP BTP Showcase – Use SAP Cloud Application Programming to do Native Development on HANA Cloud on Cloud Foundry ,Radha Fogla,"January 27, 2021",Technical Articles,1,7,SAP Employee,"SAP HANA Cloud,SAP Business Application Studio,SAP Business Technology Platform,SAP Cloud Application Programming Model",https://blogs.sap.com/2021/01/27/use-sap-cloud-application-programming-to-do-native-development-on-hana-cloud-on-cloud-foundry/
SAP CPI – Fetch All Security Artifacts – Don’t Read this! ,Santhosh Kumar Vellingiri,"January 27, 2021",Technical Articles,2,5,N/A,"SAP Integration Suite,SAP Cloud Platform Integration for process services",https://blogs.sap.com/2021/01/27/sap-cpi-fetch-all-security-artifacts-dont-read-this/
SAPの新しい移送管理ツール gCTS 【Part.1 概要編】 ,Ikue Horioka,"January 27, 2021",Technical Articles,0,2,SAP Employee,Software Logistics - Change Control and Transport,https://blogs.sap.com/2021/01/27/sap%e3%81%ae%e6%96%b0%e3%81%97%e3%81%84%e7%a7%bb%e9%80%81%e7%ae%a1%e7%90%86%e3%83%84%e3%83%bc%e3%83%ab-gcts-%e3%80%90part.1-%e6%a6%82%e8%a6%81%e7%b7%a8%e3%80%91/
Release 2021.1 – Analytics Designer: Save an Insight in Data Analyzer ,Ikram EL KHADJI,"January 27, 2021",Product Information,1,4,SAP Employee,SAP Analytics Cloud,https://blogs.sap.com/2021/01/27/release-2021.1-analytics-designer-save-an-insight-in-data-analyzer/
Model Storage with Python Machine Learning Client for SAP HANA ,Xin Chen,"January 27, 2021",Technical Articles,0,7,SAP Employee,"Big Data,Python,SAP HANA,SAP HANA Cloud",https://blogs.sap.com/2021/01/27/model-storage-with-python-machine-learning-client-for-sap-hana/
Businesses innovate faster in an ever-accelerating world of change when they chose SAP ,Rouven Morato Adam,"January 27, 2021",Product Information,1,15,SAP Employee,SAP Business Technology Platform,https://blogs.sap.com/2021/01/27/businesses-innovate-faster-in-an-ever-accelerating-world-of-change-when-they-chose-sap/
A Robust Platform for RISE with SAP ,Juergen MUELLER,"January 27, 2021",Product Information,18,30,SAP Employee,SAP Business Technology Platform,https://blogs.sap.com/2021/01/27/a-robust-platform-for-rise-with-sap/
SAP Fiori will no longer support IE11 later this year ,Thomas Reiss,"January 27, 2021",Product Information,0,13,SAP Employee,"SAP Fiori,SAP Cloud Platform,SAP Fiori Launchpad,SAP Integrated Business Planning for Supply Chain,SAP Marketing Cloud",https://blogs.sap.com/2021/01/27/sap-fiori-will-no-longer-support-ie11-later-this-year/
Enterprise Mobility @ SAP – Application Development – Relay ,Paul Aschmann,"January 27, 2021",Personal Insights,0,4,N/A,"SAP Mobile Platform,iOS,iOS SDK for SAP BTP,SAP Business Technology Platform,SAP Cloud Platform",https://blogs.sap.com/2021/01/27/enterprise-mobility-sap-application-development-relay/
Disclosure Management – Package plugin ,Marc Kuipers,"January 27, 2021",Technical Articles,1,4,SAP Employee,SAP Disclosure Management,https://blogs.sap.com/2021/01/27/disclosure-management-package-plugin/
Follow changes in SAP products with the new “What’s New Viewer” ,Johannes Goerlich,"January 27, 2021",Product Information,2,4,N/A,SAP Community,https://blogs.sap.com/2021/01/27/follow-changes-in-sap-products-with-the-new-whats-new-viewer/
SAP Analytics Cloud – Sample Content: Generic Analysis application ,Christina Mast,"January 27, 2021",Product Information,0,8,SAP Employee,"SAP Analytics Cloud,SAP Analytics Cloud, Analytics Designer",https://blogs.sap.com/2021/01/27/sap-analytics-cloud-sample-content-generic-analysis-application/
SAP Analytics Cloud – Analytics Designer: Generic Analysis Overview ,Marouene Ferchichi,"January 27, 2021",Product Information,6,10,SAP Employee,"SAP Analytics Cloud,SAP Analytics Cloud, Analytics Designer",https://blogs.sap.com/2021/01/27/sap-analytics-cloud-analytics-designer-generic-analysis-overview/
SAP Dispute Management Integration with S/4 HANA and Trade Management (TPM) ,Tapan Chowdhury,"January 27, 2021",Technical Articles,0,2,N/A,"CRM Marketing,SAP Accelerated Trade Promotion Planning",https://blogs.sap.com/2021/01/27/sap-dispute-management-integration-with-s-4-hana-and-trade-management-tpm/
Planning and Forecasting with SAP Profitability and Performance Management Solution – A modern approach ,Oleksandr Golubets,"January 27, 2021",Technical Articles,1,5,SAP Employee,"SAP Profitability and Performance Management,Machine Learning",https://blogs.sap.com/2021/01/27/planning-and-forecasting-with-sap-profitability-and-performance-management-solution-a-modern-approach/
Cloud Integration – Downloading CPI Connections Report ,Appala Naidu Uppada,"January 27, 2021",Technical Articles,3,4,SAP Employee,"SAP Cloud Platform Integration for process services,SAP Integration Suite",https://blogs.sap.com/2021/01/27/cloud-integration-downloading-cpi-connections-report/
Tax Calculation and Reporting  – Story in sample content – Part 2 ,Anamarija Raic,"January 27, 2021",Technical Articles,0,2,SAP Employee,"FIN Posting and Taxes,SAP Profitability and Performance Management",https://blogs.sap.com/2021/01/27/tax-calculation-and-reporting-story-in-sample-content-part-2/
Service is not showing correct in SM51->Service ,Sudhir Kumar,"January 27, 2021",Technical Articles,0,4,N/A,SAP NetWeaver,https://blogs.sap.com/2021/01/27/service-is-not-showing-correct-in-sm51-service/
SAP GUI for Windows 7.70: New Features & Lifecycle Information ,Frank Krause,"January 27, 2021",Technical Articles,63,32,SAP Employee,UI SAP GUI for Windows,https://blogs.sap.com/2021/01/27/sap-gui-for-windows-7.70-new-features-lifecycle-information/
3rd Party Integration – Create User Output REST API ,Eugene Fourie,"January 27, 2021",Personal Insights,0,3,N/A,"SAP SuccessFactors HXM Suite,SAP SuccessFactors Employee Central - Employee Profile",https://blogs.sap.com/2021/01/27/3rd-party-integration-create-user-output-rest-api/
Touch (Knowledge) Base with SAP’s Self-Service and Incident Prevention Webcast offering! ,Katie Guthrie,"January 27, 2021",Event Information,0,6,SAP Employee,"Customer Experience,Support Services",https://blogs.sap.com/2021/01/27/touch-knowledge-base-with-saps-self-service-and-incident-prevention-webcast-offering/
Cloud-Native Lab #3 – Comparing Cloud Foundry and Kyma Clients ,Marius Obert,"January 27, 2021",Technical Articles,0,13,SAP Employee,"SAP Business Technology Platform,Cloud,Kyma Open Source,SAP BTP, Cloud Foundry environment,SAP BTP, Kyma runtime",https://blogs.sap.com/2021/01/27/cloud-native-lab-3-comparing-cloud-foundry-and-kyma-clients/
SAP Activate Methodology for Transition to SAP S/4HANA – New Release ,Christoph Nake,"January 27, 2021",Product Information,1,10,SAP Employee,"SAP S/4HANA,Implementation Methodologies",https://blogs.sap.com/2021/01/27/sap-activate-methodology-for-transition-to-sap-s-4hana-new-release/
Modern Regular Expressions in ABAP – Part 3 – XPath and XSD ,Julius Bettin,"January 27, 2021",Technical Articles,0,9,SAP Employee,ABAP Development,https://blogs.sap.com/2021/01/27/modern-regular-expressions-in-abap-part-3-xpath-and-xsd/
"RFC Gateway security, part 2 – reginfo ACL ",Johannes Goerlich,"January 27, 2021",Technical Articles,2,2,N/A,"SAP NetWeaver Application Server for ABAP,NW Client/Server Technology (CST),SAP NetWeaver Application Server for Java,Security",https://blogs.sap.com/2021/01/27/rfc-gateway-security-part-2-reginfo-acl/
Performance Analysis in CPI: Generating a Heap Dump for a JVM of a Runtime Node ,Vadim Klimov,"January 27, 2021",Technical Articles,0,2,N/A,"SAP Integration Suite,SAP Cloud Platform Integration for process services,SAP Java Virtual Machine",https://blogs.sap.com/2021/01/27/performance-analysis-in-cpi-generating-a-heap-dump-for-a-jvm-of-a-runtime-node/
